0.46393967 0.22719803 0.15207672
0.47334290 0.22181625 0.15148697
0.45955200 0.23469925 0.14946136
0.45182571 0.25050659 0.16332703
0.45319138 0.24772644 0.16323853
0.45936050 0.23439102 0.15084686
0.45951996 0.23600845 0.15321503
0.46023560 0.23986664 0.15165024
0.45980682 0.23938293 0.14964828
0.45895157 0.23994751 0.14953613
0.45809555 0.24265594 0.15150452
0.46032867 0.24066086 0.14534073
0.45872879 0.24009857 0.14469681
0.45830002 0.24277725 0.14950485
0.45710526 0.24291611 0.15435257
0.45542221 0.24552765 0.15455399
0.45427704 0.24665985 0.15790253
0.45483704 0.24442215 0.15761032
0.45544052 0.24341049 0.15689926
0.45560608 0.24429703 0.15818329
0.45589752 0.24318008 0.15806580
0.45334091 0.24268951 0.15679169
0.45684280 0.24007874 0.15829544
0.45762634 0.23858109 0.15467911
0.45625687 0.24185486 0.15879440
0.45705795 0.24116440 0.16094894
0.45693283 0.23680954 0.15968781
0.45624237 0.23633270 0.15836639
0.45344086 0.24185638 0.16434021
0.45506744 0.24182663 0.16062927
0.45686111 0.24074249 0.15761490
0.45853958 0.23776321 0.15605621
0.45981827 0.23583755 0.15374527
0.45709229 0.23672638 0.15049591
0.45946732 0.24021835 0.14996262
0.46081772 0.24015732 0.15019760
0.45976868 0.23775558 0.15354614
0.45903931 0.23714066 0.15644379
0.45732651 0.23662567 0.15924911
0.45699005 0.23354263 0.15979767
0.45812759 0.23508301 0.16734772
0.45791626 0.23340988 0.16476898
0.45703506 0.23391495 0.16779022
0.45165176 0.23527298 0.17269592
0.45399704 0.23168716 0.17218170
0.45178833 0.23391495 0.17750320
0.45237732 0.23292236 0.17641068
0.45229645 0.23064194 0.17602158
0.45091171 0.23246918 0.18142548
0.45094223 0.23389511 0.18173523
0.45081406 0.23168106 0.18101120
0.45026627 0.23298340 0.18359756
0.44851532 0.23351440 0.18515701
0.45053940 0.23128433 0.17965088
0.45060654 0.23373795 0.18175430
0.44931183 0.23416138 0.18466568
0.44846649 0.23384247 0.18403625
0.44822159 0.23523407 0.18672562
0.44695740 0.23601913 0.18763123
0.44715347 0.23693695 0.18544617
0.44806442 0.23843918 0.18369904
0.44917679 0.23822021 0.17784729
0.44937210 0.24009781 0.17597198
0.45117340 0.23957367 0.17175598
0.45157013 0.23964005 0.16863022
0.45228195 0.23953171 0.16741409
0.45110016 0.23961487 0.16589966
0.45185623 0.23917923 0.17203064
0.45134048 0.23799438 0.17348175
0.45092926 0.23764725 0.17616501
0.45071182 0.23798218 0.17645721
0.45079651 0.23511581 0.17502289
0.45163879 0.23450775 0.17719574
0.45104294 0.23471527 0.17652664
0.45137558 0.23541489 0.17711487
0.45059052 0.23629913 0.17825089
0.45060501 0.23510971 0.17770767
0.45091400 0.23537521 0.17848282
0.44974060 0.23586884 0.17891159
0.45037231 0.23588638 0.17891846
0.45030060 0.23615952 0.17955933
0.44946823 0.23798599 0.17845840
0.45046921 0.23922806 0.17375031
0.45171967 0.24142914 0.17029495
0.45317307 0.24162140 0.16505966
0.45414581 0.24211426 0.16256866
0.45414581 0.24146652 0.15863953
0.45459824 0.24079208 0.15795441
0.45420074 0.24093323 0.16025925
0.45320435 0.24163132 0.16519165
0.45286789 0.24088669 0.16577301
0.45229340 0.24316940 0.16807480
0.45211029 0.24261398 0.16714249
0.45370789 0.24067307 0.16594009
0.45417404 0.23861618 0.16569138
0.45527039 0.23729401 0.16484451
0.45549240 0.23604736 0.16246567
0.45580673 0.23555222 0.16291351
0.45676270 0.23638535 0.16456451
0.45760651 0.23644867 0.16288452
0.45671768 0.23745575 0.16299133
0.45788956 0.23984756 0.15588074
0.45763092 0.23975677 0.15289307
0.45756531 0.24157715 0.15235672
0.45958328 0.23962784 0.14874115
0.45860214 0.24226456 0.14685364
0.45927963 0.24102249 0.14573898
0.45888062 0.24151993 0.15059738
0.45593948 0.24260559 0.15565186
0.45563354 0.24268646 0.15831070
0.45522766 0.24175262 0.15908813
0.45489883 0.24128418 0.16189728
0.45598831 0.24067078 0.15985413
0.45625916 0.23956680 0.16007538
0.45695724 0.23785400 0.16179962
0.45673370 0.23883514 0.16024246
0.45816650 0.24425507 0.15671768
0.45891571 0.24583893 0.14567795
0.45732193 0.24835892 0.14056549
0.46292191 0.23909988 0.13981094
0.46504517 0.23639679 0.15529861
0.47349854 0.21579514 0.14261551
0.46179352 0.20481796 0.13578110
0.47773056 0.20612259 0.14954987
0.47717361 0.20238266 0.14078827
0.47613754 0.20907593 0.13737946
0.48818436 0.20583496 0.13688736
0.48019333 0.19473267 0.14437790
0.46576385 0.20638428 0.15922775
0.47450638 0.19150391 0.15284805
0.48360748 0.18115387 0.14146805
0.47518768 0.19663086 0.14932709
0.48690414 0.18323517 0.14029465
0.47960281 0.20496140 0.15745697
0.47702942 0.18939667 0.14091492
0.48270645 0.19090958 0.14718552
0.47896652 0.19423218 0.15175552
0.47691498 0.18950119 0.14383850
0.48108063 0.19854507 0.15520859
0.47898712 0.18312759 0.13753357
0.47875977 0.19928360 0.15514221
0.47896729 0.19749985 0.15675201
0.47683334 0.19190521 0.15563965
0.47801056 0.19279022 0.15514908
0.47944260 0.18727417 0.14847031
0.48177795 0.18662567 0.14348907
0.48331070 0.18548660 0.13918686
0.48649521 0.18170395 0.13920135
0.48257599 0.18810577 0.14638290
0.48459930 0.18431396 0.14450836
0.48630066 0.17515717 0.13292923
0.48770523 0.18093338 0.13243637
0.48527527 0.18951416 0.14097977
0.48375854 0.18970947 0.14028854
0.48572922 0.18240662 0.13888092
0.48278580 0.18784485 0.14850845
0.48415298 0.17982101 0.14285049
0.48763962 0.17592468 0.14067764
0.48371124 0.17749176 0.14404449
0.48679886 0.17622604 0.14025116
0.48883209 0.17203064 0.13950958
0.48556519 0.17691879 0.14599380
0.48116989 0.17893982 0.14147339
0.49250107 0.17649994 0.13531265
0.49080124 0.17958145 0.12289963
0.48693619 0.18609924 0.12086716
0.49614029 0.18216476 0.09669647
0.49765778 0.19051056 0.09324646
0.50043564 0.17967148 0.07949142
