0.41407745 0.21315956 0.13849510
0.41357864 0.21443451 0.13824104
0.41205391 0.21651848 0.13824280
0.41213158 0.21711464 0.13783073
0.41282188 0.21607384 0.13596771
0.41333275 0.21557892 0.13459435
0.41310722 0.21643143 0.13494492
0.41269745 0.21738335 0.13507881
0.41210159 0.21806267 0.13570404
0.41160461 0.21856659 0.13650024
0.41125351 0.21891289 0.13723656
0.41100456 0.21907700 0.13790443
0.41056145 0.21932892 0.13917694
0.41002266 0.21958801 0.14038643
0.40987694 0.21931816 0.14126549
0.40992905 0.21888466 0.14129814
0.41001251 0.21851738 0.14172218
0.41029060 0.21796783 0.14202682
0.41050018 0.21720657 0.14223457
0.41058037 0.21649879 0.14238129
0.41036385 0.21625473 0.14299698
0.41028084 0.21611938 0.14325333
0.41063286 0.21592468 0.14333565
0.41080254 0.21569313 0.14311172
0.41102173 0.21541878 0.14301834
0.41110527 0.21490593 0.14218849
0.41134621 0.21481133 0.14108986
0.41173470 0.21514610 0.14014084
0.41208733 0.21528839 0.13965881
0.41264717 0.21481682 0.13886917
0.41287308 0.21429672 0.13873116
0.41288597 0.21357674 0.13894943
0.41284477 0.21330872 0.14007858
0.41265457 0.21306595 0.14118095
0.41264885 0.21278481 0.14291039
0.41186729 0.21229027 0.14518372
0.41118523 0.21144325 0.14738213
0.41038719 0.21105919 0.14977783
0.40972099 0.21063736 0.15177452
0.40921799 0.21003899 0.15345177
0.40861015 0.20993164 0.15561455
0.40789162 0.20981285 0.15705330
0.40718140 0.20963997 0.15867752
0.40650452 0.20954681 0.16025826
0.40619087 0.20937096 0.16150436
0.40584511 0.20933067 0.16225128
0.40572693 0.20931297 0.16267639
0.40542038 0.20943687 0.16350189
0.40503738 0.20975693 0.16430336
0.40476837 0.21003342 0.16483337
0.40436989 0.21024582 0.16542297
0.40400383 0.21077141 0.16586647
0.40378365 0.21131699 0.16587662
0.40384979 0.21178757 0.16514565
0.40373306 0.21266891 0.16477776
