0 13706717  0000970  0000144  0016739  0000000  0000000  0000000
0 13706717  0000958  0000115  0016763  0000000  0000000  0000000
0 13706717  0000943  0000087  0016686  0000000  0000000  0000000
0 13706717  0000932  0000162  0016708  0000000  0000000  0000000
0 13706718  0000927  0000189  0016780  0000000  0000000  0000000
0 13706718  0000970  0000161  0016638  0000000  0000000  0000000
0 13706718  0000949  0000226  0016569  0000000  0000000  0000000
0 13706718  0001005  0000262  0016595  0000000  0000000  0000000
0 13706719  0001036  0000253  0016584  0000000  0000000  0000000
0 13706719  0001021  0000290  0016450  0000000  0000000  0000000
0 13706719  0001037  0000301  0016498  0000000  0000000  0000000
0 13706719  0001074  0000305  0016449  0000000  0000000  0000000
0 13706720  0000967  0000288  0016550  0000000  0000000  0000000
0 13706720  0001022  0000209  0016506  0000000  0000000  0000000
0 13706720  0001090  0000226  0016430  0000000  0000000  0000000
0 13706720  0001029  0000279  0016372  0000000  0000000  0000000
0 13706721  0001067  0000321  0016358  0000000  0000000  0000000
0 13706721  0001130  0000209  0016406  0000000  0000000  0000000
0 13706721  0001098  0000237  0016484  0000000  0000000  0000000
0 13706721  0001084  0000216  0016388  0000000  0000000  0000000
0 13706722  0001035  0000241  0016438  0000000  0000000  0000000
0 13706722  0001001  0000144  0016592  0000000  0000000  0000000
0 13706722  0001077  0000118  0016520  0000000  0000000  0000000
0 13706722  0001071  0000181  0016497  0000000  0000000  0000000
0 13706723  0000953  0000138  0016530  0000000  0000000  0000000
0 13706723  0001036  0000134  0016636  0000000  0000000  0000000
0 13706723  0001001  0000162  0016665  0000000  0000000  0000000
0 13706723  0000968  0000164  0016646  0000000  0000000  0000000
0 13706724  0000992  0000136  0016639  0000000  0000000  0000000
0 13706724  0000990  0000181  0016615  0000000  0000000  0000000
0 13706724  0001008  0000222  0016629  0000000  0000000  0000000
0 13706724  0000949  0000209  0016627  0000000  0000000  0000000
0 13706725  0000981  0000203  0016540  0000000  0000000  0000000
0 13706725  0000994  0000244  0016604  0000000  0000000  0000000
0 13706725  0001000  0000198  0016628  0000000  0000000  0000000
0 13706725  0001086  0000184  0016600  0000000  0000000  0000000
0 13706726  0000987  0000198  0016499  0000000  0000000  0000000
0 13706726  0001039  0000214  0016504  0000000  0000000  0000000
0 13706726  0001120  0000286  0016555  0000000  0000000  0000000
0 13706726  0001029  0000290  0016444  0000000  0000000  0000000
0 13706727  0001035  0000158  0016493  0000000  0000000  0000000
0 13706727  0000973  0000144  0016491  0000000  0000000  0000000
0 13706727  0001047  0000233  0016492  0000000  0000000  0000000
0 13706727  0001062  0000143  0016551  0000000  0000000  0000000
0 13706728  0000990  0000140  0016521  0000000  0000000  0000000
0 13706728  0000997  0000208  0016441  0000000  0000000  0000000
0 13706728  0000994  0000199  0016611  0000000  0000000  0000000
0 13706728  0000979  0000219  0016640  0000000  0000000  0000000
0 13706729  0001021  0000185  0016466  0000000  0000000  0000000
0 13706729  0001013  0000233  0016612  0000000  0000000  0000000
0 13706729  0001066  0000195  0016628  0000000  0000000  0000000
0 13706729  0000971  0000262  0016541  0000000  0000000  0000000
0 13706730  0000969  0000231  0016596  0000000  0000000  0000000
0 13706730  0001017  0000219  0016553  0000000  0000000  0000000
0 13706730  0001008  0000235  0016517  0000000  0000000  0000000
0 13706730  0001081  0000292  0016497  0000000  0000000  0000000
0 13706731  0001007  0000248  0016528  0000000  0000000  0000000
0 13706731  0001028  0000184  0016515  0000000  0000000  0000000
0 13706731  0001006  0000268  0016545  0000000  0000000  0000000
0 13706731  0001007  0000213  0016369  0000000  0000000  0000000
0 13706732  0000943  0000316  0016430  0000000  0000000  0000000
0 13706732  0000970  0000232  0016625  0000000  0000000  0000000
0 13706732  0001000  0000256  0016465  0000000  0000000  0000000
0 13706732  0001075  0000190  0016437  0000000  0000000  0000000
0 13706733  0000978  0000189  0016509  0000000  0000000  0000000
0 13706733  0000993  0000173  0016608  0000000  0000000  0000000
0 13706733  0001022  0000182  0016466  0000000  0000000  0000000
0 13706733  0000980  0000137  0016529  0000000  0000000  0000000
0 13706734  0000989  0000179  0016557  0000000  0000000  0000000
0 13706734  0001021  0000218  0016585  0000000  0000000  0000000
0 13706734  0000979  0000193  0016568  0000000  0000000  0000000
0 13706734  0000970  0000196  0016603  0000000  0000000  0000000
0 13706735  0001003  0000149  0016577  0000000  0000000  0000000
0 13706735  0000969  0000177  0016609  0000000  0000000  0000000
0 13706735  0000945  0000220  0016602  0000000  0000000  0000000
0 13706735  0000969  0000207  0016612  0000000  0000000  0000000
0 13706736  0000981  0000183  0016551  0000000  0000000  0000000
0 13706736  0001008  0000242  0016447  0000000  0000000  0000000
0 13706736  0001077  0000195  0016532  0000000  0000000  0000000
0 13706736  0001051  0000235  0016602  0000000  0000000  0000000
0 13706737  0001037  0000279  0016543  0000000  0000000  0000000
0 13706737  0001107  0000187  0016432  0000000  0000000  0000000
0 13706737  0001056  0000198  0016473  0000000  0000000  0000000
0 13706737  0001067  0000282  0016523  0000000  0000000  0000000
0 13706738  0000932  0000191  0016526  0000000  0000000  0000000
0 13706738  0001058  0000197  0016449  0000000  0000000  0000000
0 13706738  0001068  0000183  0016454  0000000  0000000  0000000
0 13706738  0001028  0000158  0016478  0000000  0000000  0000000
0 13706739  0001034  0000226  0016517  0000000  0000000  0000000
0 13706739  0001009  0000231  0016515  0000000  0000000  0000000
0 13706739  0000952  0000167  0016558  0000000  0000000  0000000
0 13706739  0001006  0000207  0016638  0000000  0000000  0000000
0 13706740  0001014  0000216  0016563  0000000  0000000  0000000
0 13706740  0000967  0000199  0016566  0000000  0000000  0000000
0 13706740  0000961  0000182  0016507  0000000  0000000  0000000
0 13706740  0001002  0000182  0016567  0000000  0000000  0000000
0 13706741  0000987  0000179  0016586  0000000  0000000  0000000
0 13706741  0000977  0000260  0016499  0000000  0000000  0000000
0 13706741  0001025  0000190  0016397  0000000  0000000  0000000
0 13706741  0000986  0000229  0016531  0000000  0000000  0000000
0 13706742  0001042  0000226  0016505  0000000  0000000  0000000
0 13706742  0001030  0000172  0016565  0000000  0000000  0000000
0 13706742  0000954  0000281  0016413  0000000  0000000  0000000
0 13706742  0001008  0000211  0016489  0000000  0000000  0000000
0 13706743  0001028  0000193  0016515  0000000  0000000  0000000
0 13706743  0001080  0000182  0016526  0000000  0000000  0000000
0 13706743  0001004  0000240  0016487  0000000  0000000  0000000
0 13706743  0000990  0000254  0016435  0000000  0000000  0000000
0 13706744  0000999  0000238  0016383  0000000  0000000  0000000
0 13706744  0000975  0000208  0016461  0000000  0000000  0000000
0 13706744  0001009  0000204  0016463  0000000  0000000  0000000
0 13706744  0001025  0000228  0016479  0000000  0000000  0000000
0 13706745  0001028  0000161  0016547  0000000  0000000  0000000
0 13706745  0001057  0000230  0016509  0000000  0000000  0000000
0 13706745  0000989  0000257  0016433  0000000  0000000  0000000
0 13706745  0000989  0000232  0016509  0000000  0000000  0000000
0 13706746  0000951  0000202  0016419  0000000  0000000  0000000
0 13706746  0001008  0000233  0016376  0000000  0000000  0000000
0 13706746  0001092  0000249  0016494  0000000  0000000  0000000
0 13706746  0000977  0000209  0016617  0000000  0000000  0000000
0 13706747  0000985  0000237  0016590  0000000  0000000  0000000
0 13706747  0000936  0000126  0016629  0000000  0000000  0000000
0 13706747  0000942  0000156  0016684  0000000  0000000  0000000
0 13706747  0000964  0000134  0016662  0000000  0000000  0000000
0 13706748  0000940  0000148  0016424  0000000  0000000  0000000
0 13706748  0001017  0000217  0016252  0000000  0000000  0000000
0 13706748  0001056  0000163  0016457  0000000  0000000  0000000
0 13706748  0000929  0000229  0016446  0000000  0000000  0000000
0 13706749  0000940  0000250  0016451  0000000  0000000  0000000
0 13706749  0000923  0000128  0016305  0000000  0000000  0000000
0 13706749  0001137  0000234  0016545  0000000  0000000  0000000
0 13706749  0001189  0000155  0016962  0000000  0000000  0000000
0 13706750  0000801  0000114  0016882  0000000  0000000  0000000
0 13706750  0000982  0000253  0016704  0000000  0000000  0000000
0 13706750  0001017  0000141  0016551  0000000  0000000  0000000
0 13706750  0001109  0000122  0016746  0000000  0000000  0000000
0 13706751  0001310  0000156  0017161  0000000  0000000  0000000
0 13706751  0000841  0000331  0016506  0000000  0000000  0000000
0 13706751  0001001  0000296  0016555  0000000  0000000  0000000
0 13706751  0001025  0000196  0016899  0000000  0000000  0000000
0 13706752  0001137  0000217  0016838  0000000  0000000  0000000
0 13706752  0001045  0000229  0016779  0000000  0000000  0000000
0 13706752  0000633  0000204  0016552  0000000  0000000  0000000
0 13706752  0001097  0000308  0016230  0000000  0000000  0000000
0 13706753  0001241  0000280  0016309  0000000  0000000  0000000
0 13706753  0000969  0000236  0016165  0000000  0000000  0000000
0 13706753  0001108  0000349  0016216  0000000  0000000  0000000
0 13706753  0000989  0000300  0016260  0000000  0000000  0000000
0 13706754  0000970  0000195  0016236  0000000  0000000  0000000
0 13706754  0001136  0000175  0016416  0000000  0000000  0000000
0 13706754  0001029  0000114  0016496  0000000  0000000  0000000
0 13706754  0000932  0000178  0016290  0000000  0000000  0000000
0 13706755  0000930  0000161  0016179  0000000  0000000  0000000
0 13706755  0001047  0000155  0016362  0000000  0000000  0000000
0 13706755  0001032  0000141  0016461  0000000  0000000  0000000
0 13706755  0000922  0000146  0016626  0000000  0000000  0000000
0 13706756  0000916  0000090  0016633  0000000  0000000  0000000
0 13706756  0000929  0000092  0016623  0000000  0000000  0000000
0 13706756  0000952  0000112  0016666  0000000  0000000  0000000
0 13706756  0000977  0000043  0016741  0000000  0000000  0000000
0 13706757  0000953  0000172  0016809  0000000  0000000  0000000
0 13706757  0000885  0000157  0016641  0000000  0000000  0000000
0 13706757  0000904  0000225  0016615  0000000  0000000  0000000
0 13706757  0000928  0000237  0016641  0000000  0000000  0000000
0 13706758  0000993  0000254  0016556  0000000  0000000  0000000
0 13706758  0001031  0000224  0016657  0000000  0000000  0000000
0 13706758  0001000  0000201  0016676  0000000  0000000  0000000
0 13706758  0001031  0000297  0016507  0000000  0000000  0000000
0 13706759  0001003  0000338  0016502  0000000  0000000  0000000
0 13706759  0001078  0000299  0016428  0000000  0000000  0000000
0 13706759  0001096  0000326  0016207  0000000  0000000  0000000
0 13706759  0001069  0000287  0016328  0000000  0000000  0000000
0 13706760  0001074  0000247  0016357  0000000  0000000  0000000
0 13706760  0001078  0000265  0016433  0000000  0000000  0000000
0 13706760  0001127  0000262  0016332  0000000  0000000  0000000
0 13706760  0001108  0000214  0016412  0000000  0000000  0000000
0 13706761  0001050  0000182  0016442  0000000  0000000  0000000
0 13706761  0001042  0000236  0016437  0000000  0000000  0000000
0 13706761  0001075  0000225  0016479  0000000  0000000  0000000
0 13706761  0001056  0000175  0016641  0000000  0000000  0000000
0 13706762  0000984  0000191  0016663  0000000  0000000  0000000
0 13706762  0000963  0000156  0016650  0000000  0000000  0000000
0 13706762  0000948  0000130  0016652  0000000  0000000  0000000
0 13706762  0000963  0000190  0016692  0000000  0000000  0000000
0 13706763  0000961  0000172  0016703  0000000  0000000  0000000
0 13706763  0000975  0000134  0016636  0000000  0000000  0000000
0 13706763  0000889  0000190  0016599  0000000  0000000  0000000
0 13706763  0000964  0000160  0016573  0000000  0000000  0000000
0 13706764  0001027  0000175  0016638  0000000  0000000  0000000
0 13706764  0000943  0000253  0016591  0000000  0000000  0000000
0 13706764  0000968  0000260  0016582  0000000  0000000  0000000
0 13706764  0000997  0000279  0016474  0000000  0000000  0000000
0 13706765  0001018  0000249  0016480  0000000  0000000  0000000
0 13706765  0001007  0000239  0016400  0000000  0000000  0000000
0 13706765  0001031  0000238  0016412  0000000  0000000  0000000
0 13706765  0001012  0000222  0016434  0000000  0000000  0000000
0 13706766  0000967  0000296  0016395  0000000  0000000  0000000
0 13706766  0000978  0000279  0016418  0000000  0000000  0000000
0 13706766  0001049  0000180  0016407  0000000  0000000  0000000
0 13706766  0001034  0000240  0016392  0000000  0000000  0000000
0 13706767  0001004  0000172  0016488  0000000  0000000  0000000
0 13706767  0001018  0000228  0016487  0000000  0000000  0000000
0 13706767  0000970  0000252  0016499  0000000  0000000  0000000
0 13706767  0001022  0000126  0016667  0000000  0000000  0000000
0 13706768  0001008  0000092  0016598  0000000  0000000  0000000
0 13706768  0001063  0000099  0016534  0000000  0000000  0000000
0 13706768  0000998  0000195  0016652  0000000  0000000  0000000
0 13706768  0001030  0000171  0016636  0000000  0000000  0000000
0 13706769  0001019  0000175  0016639  0000000  0000000  0000000
0 13706769  0001008  0000182  0016490  0000000  0000000  0000000
0 13706769  0000995  0000216  0016633  0000000  0000000  0000000
0 13706769  0000935  0000205  0016649  0000000  0000000  0000000
0 13706770  0001076  0000241  0016527  0000000  0000000  0000000
0 13706770  0001013  0000177  0016493  0000000  0000000  0000000
0 13706770  0000979  0000192  0016500  0000000  0000000  0000000
0 13706770  0000980  0000237  0016548  0000000  0000000  0000000
0 13706771  0000986  0000252  0016515  0000000  0000000  0000000
0 13706771  0001048  0000206  0016435  0000000  0000000  0000000
0 13706771  0001007  0000238  0016454  0000000  0000000  0000000
0 13706771  0001000  0000231  0016506  0000000  0000000  0000000
0 13706772  0001043  0000292  0016478  0000000  0000000  0000000
0 13706772  0001035  0000223  0016470  0000000  0000000  0000000
0 13706772  0000994  0000162  0016477  0000000  0000000  0000000
0 13706772  0001042  0000239  0016493  0000000  0000000  0000000
0 13706773  0001040  0000207  0016472  0000000  0000000  0000000
0 13706773  0000978  0000175  0016544  0000000  0000000  0000000
0 13706773  0000977  0000161  0016601  0000000  0000000  0000000
0 13706773  0001000  0000151  0016591  0000000  0000000  0000000
0 13706774  0001007  0000104  0016590  0000000  0000000  0000000
0 13706774  0001051  0000169  0016533  0000000  0000000  0000000
0 13706774  0001005  0000173  0016609  0000000  0000000  0000000
0 13706774  0000955  0000228  0016497  0000000  0000000  0000000
0 13706775  0001028  0000145  0016534  0000000  0000000  0000000
0 13706775  0001064  0000214  0016617  0000000  0000000  0000000
0 13706775  0000993  0000191  0016581  0000000  0000000  0000000
0 13706775  0000945  0000154  0016595  0000000  0000000  0000000
0 13706776  0001002  0000168  0016559  0000000  0000000  0000000
0 13706776  0001052  0000264  0016553  0000000  0000000  0000000
0 13706776  0000982  0000202  0016517  0000000  0000000  0000000
0 13706776  0000962  0000222  0016570  0000000  0000000  0000000
0 13706777  0000966  0000210  0016530  0000000  0000000  0000000
0 13706777  0001016  0000160  0016520  0000000  0000000  0000000
0 13706777  0001052  0000195  0016456  0000000  0000000  0000000
0 13706777  0001046  0000250  0016398  0000000  0000000  0000000
0 13706778  0001014  0000216  0016426  0000000  0000000  0000000
0 13706778  0000970  0000229  0016536  0000000  0000000  0000000
0 13706778  0001044  0000206  0016519  0000000  0000000  0000000
0 13706778  0001103  0000241  0016453  0000000  0000000  0000000
0 13706779  0001027  0000220  0016511  0000000  0000000  0000000
0 13706779  0000977  0000207  0016482  0000000  0000000  0000000
0 13706779  0001028  0000240  0016615  0000000  0000000  0000000
0 13706779  0001056  0000199  0016584  0000000  0000000  0000000
0 13706780  0001010  0000162  0016496  0000000  0000000  0000000
0 13706780  0000984  0000175  0016576  0000000  0000000  0000000
0 13706780  0000993  0000213  0016539  0000000  0000000  0000000
0 13706780  0001004  0000228  0016507  0000000  0000000  0000000
0 13706781  0000989  0000162  0016550  0000000  0000000  0000000
0 13706781  0000987  0000210  0016560  0000000  0000000  0000000
0 13706781  0000993  0000295  0016565  0000000  0000000  0000000
0 13706781  0001054  0000232  0016528  0000000  0000000  0000000
0 13706782  0001001  0000199  0016510  0000000  0000000  0000000
0 13706782  0001039  0000212  0016514  0000000  0000000  0000000
0 13706782  0001022  0000283  0016506  0000000  0000000  0000000
0 13706782  0001037  0000217  0016474  0000000  0000000  0000000
0 13706783  0000994  0000258  0016470  0000000  0000000  0000000
0 13706783  0001037  0000222  0016575  0000000  0000000  0000000
0 13706783  0001039  0000241  0016504  0000000  0000000  0000000
0 13706783  0001009  0000197  0016496  0000000  0000000  0000000
0 13706784  0001070  0000148  0016551  0000000  0000000  0000000
0 13706784  0001066  0000258  0016663  0000000  0000000  0000000
0 13706784  0001003  0000208  0016498  0000000  0000000  0000000
0 13706784  0000977  0000179  0016444  0000000  0000000  0000000
0 13706785  0001005  0000250  0016577  0000000  0000000  0000000
0 13706785  0001073  0000171  0016627  0000000  0000000  0000000
0 13706785  0000951  0000213  0016609  0000000  0000000  0000000
0 13706785  0000957  0000217  0016544  0000000  0000000  0000000
0 13706786  0001116  0000141  0016510  0000000  0000000  0000000
0 13706786  0001077  0000124  0016521  0000000  0000000  0000000
0 13706786  0000958  0000147  0016622  0000000  0000000  0000000
0 13706786  0000913  0000185  0016623  0000000  0000000  0000000
0 13706787  0001009  0000148  0016579  0000000  0000000  0000000
0 13706787  0001022  0000192  0016587  0000000  0000000  0000000
0 13706787  0000999  0000187  0016612  0000000  0000000  0000000
0 13706787  0001008  0000174  0016571  0000000  0000000  0000000
0 13706788  0000995  0000216  0016568  0000000  0000000  0000000
0 13706788  0000967  0000234  0016572  0000000  0000000  0000000
0 13706788  0001043  0000178  0016513  0000000  0000000  0000000
0 13706788  0000995  0000175  0016509  0000000  0000000  0000000
0 13706789  0001038  0000175  0016472  0000000  0000000  0000000
0 13706789  0001046  0000213  0016491  0000000  0000000  0000000
0 13706789  0000993  0000203  0016565  0000000  0000000  0000000
0 13706789  0001014  0000227  0016540  0000000  0000000  0000000
0 13706790  0001032  0000216  0016497  0000000  0000000  0000000
0 13706790  0001024  0000200  0016512  0000000  0000000  0000000
0 13706790  0001015  0000209  0016420  0000000  0000000  0000000
0 13706790  0001067  0000219  0016437  0000000  0000000  0000000
0 13706791  0001022  0000200  0016543  0000000  0000000  0000000
0 13706791  0000931  0000193  0016551  0000000  0000000  0000000
0 13706791  0000954  0000146  0016482  0000000  0000000  0000000
0 13706791  0000938  0000209  0016407  0000000  0000000  0000000
0 13706792  0000981  0000189  0016484  0000000  0000000  0000000
0 13706792  0000970  0000199  0016509  0000000  0000000  0000000
0 13706792  0001026  0000246  0016534  0000000  0000000  0000000
0 13706792  0001014  0000143  0016655  0000000  0000000  0000000
0 13706793  0001000  0000173  0016503  0000000  0000000  0000000
0 13706793  0001064  0000195  0016524  0000000  0000000  0000000
0 13706793  0000961  0000123  0016526  0000000  0000000  0000000
0 13706793  0000956  0000166  0016594  0000000  0000000  0000000
0 13706794  0000952  0000231  0016564  0000000  0000000  0000000
0 13706794  0000986  0000129  0016581  0000000  0000000  0000000
0 13706794  0001088  0000161  0016604  0000000  0000000  0000000
0 13706794  0001065  0000197  0016491  0000000  0000000  0000000
0 13706795  0000978  0000216  0016512  0000000  0000000  0000000
0 13706795  0001039  0000282  0016528  0000000  0000000  0000000
0 13706795  0001027  0000179  0016529  0000000  0000000  0000000
0 13706795  0001028  0000170  0016490  0000000  0000000  0000000
0 13706796  0001007  0000264  0016594  0000000  0000000  0000000
0 13706796  0001053  0000271  0016534  0000000  0000000  0000000
0 13706796  0001018  0000194  0016520  0000000  0000000  0000000
0 13706796  0001018  0000182  0016581  0000000  0000000  0000000
0 13706797  0001033  0000238  0016544  0000000  0000000  0000000
0 13706797  0001050  0000205  0016513  0000000  0000000  0000000
0 13706797  0000944  0000192  0016520  0000000  0000000  0000000
0 13706797  0001023  0000208  0016578  0000000  0000000  0000000
0 13706798  0001023  0000169  0016604  0000000  0000000  0000000
0 13706798  0000997  0000215  0016557  0000000  0000000  0000000
0 13706798  0000983  0000233  0016490  0000000  0000000  0000000
0 13706798  0001045  0000223  0016589  0000000  0000000  0000000
0 13706799  0000970  0000167  0016536  0000000  0000000  0000000
0 13706799  0000939  0000162  0016577  0000000  0000000  0000000
0 13706799  0001045  0000177  0016525  0000000  0000000  0000000
0 13706799  0001054  0000247  0016480  0000000  0000000  0000000
0 13706800  0000965  0000185  0016472  0000000  0000000  0000000
0 13706800  0001010  0000155  0016519  0000000  0000000  0000000
0 13706800  0001016  0000177  0016469  0000000  0000000  0000000
0 13706800  0001063  0000173  0016517  0000000  0000000  0000000
0 13706801  0001088  0000138  0016567  0000000  0000000  0000000
0 13706801  0001005  0000167  0016538  0000000  0000000  0000000
0 13706801  0000989  0000201  0016542  0000000  0000000  0000000
0 13706801  0001040  0000221  0016510  0000000  0000000  0000000
0 13706802  0001007  0000184  0016551  0000000  0000000  0000000
0 13706802  0000963  0000158  0016556  0000000  0000000  0000000
0 13706802  0001017  0000178  0016427  0000000  0000000  0000000
0 13706802  0000978  0000186  0016483  0000000  0000000  0000000
0 13706803  0000955  0000238  0016559  0000000  0000000  0000000
0 13706803  0000992  0000256  0016526  0000000  0000000  0000000
0 13706803  0000988  0000202  0016512  0000000  0000000  0000000
0 13706803  0001021  0000202  0016494  0000000  0000000  0000000
0 13706804  0001013  0000158  0016546  0000000  0000000  0000000
0 13706804  0001091  0000228  0016563  0000000  0000000  0000000
0 13706804  0001023  0000187  0016575  0000000  0000000  0000000
0 13706804  0001032  0000247  0016510  0000000  0000000  0000000
0 13706805  0001005  0000197  0016462  0000000  0000000  0000000
0 13706805  0001033  0000210  0016528  0000000  0000000  0000000
0 13706805  0001004  0000191  0016539  0000000  0000000  0000000
0 13706805  0000998  0000167  0016530  0000000  0000000  0000000
0 13706806  0000988  0000165  0016592  0000000  0000000  0000000
0 13706806  0000965  0000175  0016593  0000000  0000000  0000000
0 13706806  0001002  0000177  0016503  0000000  0000000  0000000
0 13706806  0000983  0000210  0016520  0000000  0000000  0000000
0 13706807  0000945  0000229  0016519  0000000  0000000  0000000
0 13706807  0000995  0000193  0016524  0000000  0000000  0000000
0 13706807  0001060  0000154  0016515  0000000  0000000  0000000
0 13706807  0001028  0000168  0016490  0000000  0000000  0000000
0 13706808  0001005  0000193  0016508  0000000  0000000  0000000
0 13706808  0001023  0000216  0016491  0000000  0000000  0000000
0 13706808  0000980  0000242  0016519  0000000  0000000  0000000
0 13706808  0000999  0000144  0016548  0000000  0000000  0000000
0 13706809  0000995  0000139  0016536  0000000  0000000  0000000
0 13706809  0001016  0000208  0016550  0000000  0000000  0000000
0 13706809  0001030  0000200  0016527  0000000  0000000  0000000
0 13706809  0001037  0000199  0016567  0000000  0000000  0000000
0 13706810  0000996  0000170  0016497  0000000  0000000  0000000
0 13706810  0001026  0000191  0016588  0000000  0000000  0000000
0 13706810  0000943  0000171  0016495  0000000  0000000  0000000
0 13706810  0000952  0000196  0016529  0000000  0000000  0000000
0 13706811  0001019  0000186  0016561  0000000  0000000  0000000
0 13706811  0001019  0000169  0016541  0000000  0000000  0000000
0 13706811  0000971  0000176  0016564  0000000  0000000  0000000
0 13706811  0000969  0000186  0016465  0000000  0000000  0000000
0 13706812  0001044  0000199  0016577  0000000  0000000  0000000
0 13706812  0001011  0000214  0016584  0000000  0000000  0000000
0 13706812  0000969  0000193  0016553  0000000  0000000  0000000
0 13706812  0000977  0000213  0016596  0000000  0000000  0000000
0 13706813  0001010  0000196  0016583  0000000  0000000  0000000
0 13706813  0001014  0000195  0016615  0000000  0000000  0000000
0 13706813  0001085  0000262  0016553  0000000  0000000  0000000
0 13706813  0000984  0000221  0016544  0000000  0000000  0000000
0 13706814  0001037  0000242  0016503  0000000  0000000  0000000
0 13706814  0001077  0000195  0016522  0000000  0000000  0000000
0 13706814  0000953  0000201  0016542  0000000  0000000  0000000
0 13706814  0000971  0000246  0016522  0000000  0000000  0000000
0 13706815  0000960  0000248  0016537  0000000  0000000  0000000
0 13706815  0000933  0000193  0016564  0000000  0000000  0000000
0 13706815  0000981  0000205  0016524  0000000  0000000  0000000
0 13706815  0001063  0000141  0016591  0000000  0000000  0000000
0 13706816  0001043  0000122  0016636  0000000  0000000  0000000
0 13706816  0000969  0000181  0016515  0000000  0000000  0000000
0 13706816  0001027  0000212  0016524  0000000  0000000  0000000
0 13706816  0001016  0000219  0016530  0000000  0000000  0000000
0 13706817  0000966  0000193  0016468  0000000  0000000  0000000
